	MX.01	YB03	YB08	YB13	YBO4
2e65cb5ff1a9e55c9e893a28ff0ab460	0.0	0.0	0.0	23.0	0.0
2e9bdd5211b1895f65ba92b025a6d40e	0.0	390.0	0.0	0.0	0.0
2ebe7202180578cd173a69cf05b74c1c	0.0	0.0	0.0	4.0	0.0
2ed82bdd41a8635443b5005be75ddb94	0.0	9.0	0.0	0.0	0.0
2ef29e8cead7ca301261b94fbe249dd2	0.0	21.0	0.0	0.0	0.0
2f3f81bc0c8933a4b0675fb4999c7165	0.0	0.0	0.0	0.0	5.0
2f6850158d4b574006d026f3720c99dc	0.0	0.0	4.0	0.0	0.0
2f6bf58c9f5ab1d3bd9ca1dca7a09e14	0.0	0.0	0.0	0.0	6.0
2f8dfdf58f0bc9cbd7c2718b8f3b9bfa	0.0	47.0	0.0	0.0	5.0
2fad14bc4ac56a50eb5d141ebefc0f84	0.0	0.0	0.0	49.0	0.0
2ffc92a9d19d69b5f1acf623944607a4	0.0	0.0	0.0	0.0	75.0
3021098364c1381636ba2e71f57ba884	0.0	0.0	0.0	0.0	23.0
3030d8bf03ead6c46c4312627fff1941	4.0	0.0	0.0	0.0	0.0
306f21bb203458d7226fed7e73005cb3	17.0	354.0	0.0	42.0	0.0
3074a14b41ccc64de098eede1c010812	0.0	292.0	0.0	0.0	0.0
30a0952b9897a44480baf7c185ff9859	0.0	0.0	99.0	0.0	0.0
30b67c3ff00dd92b430cee3a71d2790b	0.0	0.0	0.0	0.0	3.0
30b826c6eec693544214480f14619efa	0.0	10.0	0.0	0.0	0.0
30c034d56e4e186f4f850ebf56ae86eb	0.0	90.0	0.0	0.0	0.0
30e342e3d24d35dc8a28f88a1e8db767	0.0	0.0	36.0	0.0	0.0
30f7d3df4794bc79030fe7c21e7f1c6b	0.0	14.0	0.0	0.0	0.0
312462f6e0e039fc1886915e60053f38	0.0	0.0	0.0	0.0	34.0
31708fbee7e384998ceb15ec5b1f7d6c	0.0	9.0	0.0	0.0	0.0
31b89aa95438c5b57aee9ab38ccc7ca8	0.0	0.0	0.0	206.0	0.0
31f0a31dd327cb4523791941d9a9c458	0.0	0.0	19.0	0.0	0.0
31f9ad190f8d07afed090409c9475328	0.0	0.0	0.0	0.0	18.0
320190f9ae6df4d81ffabd43c3f0ddf2	0.0	0.0	0.0	34.0	0.0
323f5bdbb0ca3fd44a00bb4364e6c4eb	866.0	0.0	0.0	0.0	0.0
33046016544e21637b655afd452aa69d	0.0	0.0	0.0	0.0	5.0
331c7bdbeec7605a2878d04c6009c038	0.0	0.0	9.0	0.0	0.0
3325be077ee9475376b73406b97b37f9	2.0	0.0	0.0	0.0	0.0
3330eba7bfc007af47e9efdc078be949	0.0	0.0	0.0	3.0	0.0
33621d9da9095f36025da2a6f888e399	0.0	0.0	0.0	12.0	0.0
336d0b0e39508879a7844d07256a9221	0.0	0.0	0.0	0.0	45.0
337138e6013c0e9287cad48f59b3dd9f	0.0	2.0	0.0	0.0	0.0
3384b804ab2e67b0f212555fe41a7820	0.0	0.0	1050.0	0.0	0.0
33905a3e48f9875f23c82d5900d4bb00	0.0	0.0	0.0	0.0	2.0
33a2f1d362023658924553a9493fe872	0.0	0.0	0.0	0.0	30.0
340b0e69f7e38e3cae95739bd685a8da	0.0	0.0	0.0	33.0	53.0
3411910f66db1de56ff781937ed047ab	0.0	0.0	8.0	0.0	0.0
3420654684290875106ab54275a40e5e	0.0	0.0	0.0	218.0	0.0
34284d9bfaa2980174e8cb74e75e3054	0.0	0.0	0.0	5.0	0.0
3441e68c34a5a172a302a0f5428ad9b4	0.0	0.0	0.0	11.0	0.0
344a441b218d5ac8f9400ffabafea55c	0.0	0.0	0.0	4.0	0.0
34883b3340b760466d5d220c71551f93	0.0	0.0	2.0	0.0	0.0
349393875cfc3c3068e813dcc4b673ae	0.0	0.0	0.0	30.0	0.0
349c4d629dc0cd0944609eda21ade7ae	0.0	0.0	0.0	5.0	0.0
34bc0f1e519ac9087ed503f076246737	0.0	21.0	20.0	0.0	0.0
34bf0d238cf6f73c8df79a7d8c4efe9f	0.0	0.0	0.0	0.0	2.0
34c50ea75bc891d564ce1e5c3f9a48db	14.0	0.0	0.0	0.0	0.0
34e11e1c68d00c3634f55d4a08499724	0.0	0.0	0.0	0.0	77.0
34e964cbb9b8ba2433d94b0ec6d9c430	0.0	0.0	62.0	0.0	68.0
35607b1294e73363256533f3b24a1bc6	0.0	0.0	0.0	29.0	0.0
35779889c53ae6feefbd4f04f865cac6	0.0	0.0	3.0	0.0	7.0
3579ce46ebc41bde717b7d2e4035c1c4	0.0	0.0	0.0	83.0	0.0
358283bf52029c9ab40627d3ee210e7f	0.0	19.0	0.0	0.0	0.0
35a069886ec02b33f6ffbf2513bd909c	0.0	65.0	0.0	0.0	0.0
35dcce96d3e63470209883f888a53fef	7.0	0.0	0.0	0.0	12.0
35f34c808b950913c07c2c2aabb660b4	0.0	0.0	0.0	0.0	116.0
361415f522e4c1e777562df222d2309b	0.0	0.0	0.0	0.0	40.0
36204eff82240bac85c7ee67df54cdfe	0.0	43.0	0.0	0.0	0.0
362c015a74a518be0d45a6cf1f8f52d1	0.0	0.0	3.0	0.0	0.0
3695ff61e1ac1ef7486345ee0d337421	0.0	6.0	0.0	0.0	0.0
36aa4c84d84c96c1273ea3854b2793e8	0.0	190.0	0.0	0.0	0.0
36c3269708625d2fe0bedfc88692e12b	0.0	97.0	0.0	0.0	0.0
36dac32dd650c327c9c6d0eda3aaaf92	0.0	0.0	0.0	19.0	0.0
3742e1d065792cfea4068db0a94a90b8	0.0	0.0	0.0	50.0	0.0
378bf05c9b873aa7bb9ebcaef8fb05ab	0.0	3.0	0.0	0.0	0.0
3792bb31bf451010ad77932cb548ef23	0.0	3.0	0.0	0.0	0.0
3795147d552eba7378c7aea796a0dc5c	0.0	0.0	0.0	19.0	0.0
37977ace45767d008a7c498383646193	0.0	0.0	0.0	16.0	0.0
37af0cd665e04db62a85b0c994fb195a	0.0	0.0	0.0	39.0	0.0
37c3320d7f4c274a2a5aaf87dc2cca1a	0.0	0.0	0.0	34.0	0.0
37fbd548fd2a154b4b12283c081883d3	0.0	0.0	10.0	0.0	0.0
3802c78362c4bc0e184f2569637c6cb0	0.0	0.0	0.0	40.0	0.0
38179c2b0400876758cae80925c1baf7	0.0	0.0	13.0	0.0	0.0
387fdcca50f7d5a2b143487c7e46a4b2	0.0	0.0	0.0	3.0	0.0
38bbea8375e03672549eca9c77c3b3e5	0.0	0.0	11.0	0.0	0.0
38c648fbe81276a6a852c617da78c397	0.0	0.0	0.0	4.0	0.0
38d07a63479f9a326eb75883f28c8e9a	0.0	0.0	18.0	0.0	0.0
38daeb1c163c3efe944261ef3614b3dc	0.0	49.0	0.0	3.0	31.0
38e5967baa01c53fb1a44bce1992dc84	0.0	0.0	0.0	0.0	8.0
38f21f9e4df8f9fd840bfd8367bd6369	0.0	0.0	195.0	0.0	0.0
38fc9780daf8938ec343e33b5c637005	0.0	0.0	0.0	4.0	0.0
390844a02bc29380c25f7d24245bd07c	0.0	0.0	17.0	0.0	208.0
3933bde93725c4054f69030b99dd1124	0.0	0.0	0.0	0.0	10.0
398d579c8f0f9b3290e818f35bdcde0d	0.0	0.0	0.0	39.0	0.0
39b643d920ae2ef25dfeb6e9b1137b8d	0.0	21.0	0.0	0.0	0.0
39d064b87d4a4b9bb03c9bd44a52df1d	0.0	3.0	0.0	0.0	0.0
39d2515b845ac9365591b6180243bda3	0.0	0.0	99.0	0.0	0.0
3a2827743d4627d1c08bbbcf9a58a3c5	0.0	6.0	0.0	0.0	0.0
3ab124fc2ded18a881d1bcd9a6bb190e	0.0	0.0	15.0	0.0	0.0
3ab14dccc34d9eb837f3fdf6c9867173	0.0	26.0	0.0	0.0	0.0
3aed08be82f312663d71d9b8bf87aff8	0.0	0.0	0.0	21.0	0.0
3b3ffde2b6e4821a7bf5aa141e0c7ead	0.0	0.0	0.0	0.0	67.0
3b42918eb6b1b182affb931466d2897d	0.0	0.0	6.0	0.0	0.0
3b50e9874fa67e04b49f5a59ecf0059a	0.0	113.0	44.0	33.0	93.0
3b5e5025d3eb814d0abf098474ba41c7	0.0	0.0	0.0	0.0	24.0
3b6fd7be1d9b5827f77b4942a55be2e3	0.0	0.0	0.0	36.0	0.0
3bb0bf5132b0f988573de9bd6059b22c	0.0	0.0	59.0	3083.0	794.0
3c1bc880e7a6cfa277f465c13da5bcbc	0.0	0.0	0.0	155.0	5474.0
3c453e3a3f237ed883131257a9fbb9d8	0.0	9.0	0.0	0.0	0.0
3c74e4615df1a9f176cb67dab3431b33	0.0	0.0	3.0	0.0	0.0
3c9f688ea9c84103cacd3f14f6f4f17b	0.0	0.0	0.0	66.0	0.0
3cefb9df8f5f58f0a6a2a258da0361c4	0.0	0.0	0.0	33.0	0.0
3cfd80b5d82d458c515ab7d6aebf7c17	3.0	0.0	0.0	0.0	0.0
3d020bd7adaf8b74179298778127b711	0.0	0.0	0.0	0.0	22.0
3d0b8cf5317106dbd764da427201e696	0.0	0.0	0.0	0.0	21.0
3d192651572dc295938bcd489d326ad2	0.0	0.0	118.0	89.0	0.0
3d2c63408e49621d9ceff09a69148238	0.0	0.0	0.0	0.0	8.0
3d3ec33c083b5a3a51640df55288ff60	0.0	0.0	0.0	0.0	71.0
3d42b423e00a1ec877f6b0b88cef9bf5	0.0	0.0	0.0	4.0	0.0
3d4d1fbfd1a0358777d1b85af7faaa92	5.0	0.0	0.0	0.0	7.0
3da85c5982ed03f2b5247caf217acca3	0.0	318.0	0.0	0.0	0.0
3db18c611155cd34fca068c244262d6f	0.0	0.0	7.0	0.0	0.0
3dc19f86eec4012ccb4a03f6b39addef	0.0	0.0	0.0	170.0	0.0
3de96c2cc907a04b8dbc243d9877ed56	0.0	0.0	0.0	0.0	39.0
3e004c351cefd34ea78ac0feed7a8fb1	0.0	0.0	0.0	0.0	9.0
3e445aab76ec0f6c40b9979e7d9fb81c	0.0	0.0	3.0	0.0	0.0
3e7c4ab37df8560cbd6f68078333edcb	0.0	0.0	0.0	0.0	156.0
3e884a7e57151a3a236d84ec81bb62ec	52.0	0.0	0.0	0.0	0.0
3e8b02597e287b87e849e8a30ea77853	0.0	5.0	0.0	0.0	0.0
3ebe761bfb1238c87195d431f41bf976	0.0	0.0	0.0	0.0	39.0
3eda4fdc10c5fdfbc34e20ba967edb99	0.0	0.0	0.0	43.0	0.0
3eeb4a6278652363d350b5391ebeb470	0.0	0.0	0.0	116.0	290.0
3ef0cd3c3cdda9ef75e56d5711195f19	0.0	0.0	2.0	0.0	0.0
3f44396f13634fd280d30ebd0954830d	0.0	0.0	0.0	0.0	68.0
3f456a18968cea5c5e549e281f0f5808	0.0	42.0	385.0	0.0	0.0
3f5aa6742575761574bb27d3dbdf045e	0.0	0.0	6.0	0.0	0.0
3f80e41ab916072a1ecea39cc5921ac7	0.0	0.0	0.0	13.0	0.0
3f86170aabf135203c83bfa23b355ee7	0.0	0.0	0.0	22.0	0.0
3f8d2308f8b12bfba064458f541a5267	0.0	2.0	0.0	0.0	0.0
3f8ee1ac89de5eed12587997210b839d	0.0	0.0	54.0	0.0	0.0
3f92b4fe293637d5ec4115674e9d078f	0.0	0.0	0.0	3.0	0.0
3fc0dbe1af956b88ace7884ee338c7e1	0.0	3.0	0.0	0.0	0.0
3fc7e29ff4968b587e37966ec13c9f1f	0.0	0.0	3.0	0.0	0.0
3fd1000d32f36e024d6afdb6117db46c	0.0	0.0	0.0	9.0	0.0
3ff6a50860f2969582365ebb5574d2c7	0.0	0.0	9.0	0.0	0.0
403530833b3c53c0f8fe777c7e942253	0.0	4.0	0.0	0.0	0.0
40535f0aca1e02bad30b0d3656130b74	0.0	0.0	34.0	0.0	0.0
40b718d54fa7a6dc1bc721d788fa2563	0.0	5.0	0.0	0.0	0.0
414e6618e0f078ccaf915f0c129e4704	0.0	0.0	28.0	0.0	0.0
416236d3396a3d7a9b59f1e234f2c453	0.0	0.0	0.0	0.0	13.0
41c493af91fa666a75b46c49d18aee9e	0.0	0.0	2.0	0.0	0.0
41cbd73c209f1004fa9b9a1846b0ebb4	0.0	0.0	0.0	0.0	8.0
41d7a9b250758b38805d44aff22f4da3	0.0	0.0	0.0	10.0	0.0
41e49d82cad5002919bcee9f65fed7e1	0.0	0.0	0.0	0.0	57.0
4220f8e0624bb82d72b2ddca0e6271c5	0.0	0.0	2.0	0.0	0.0
42425678da075c276db28428b88700f3	0.0	0.0	0.0	9.0	0.0
4247e5890c9ea9cf7082a9df80945fb6	0.0	184.0	894.0	0.0	0.0
4248a38a46ec805ab94f0ec911c8ae40	0.0	54.0	0.0	0.0	0.0
4262d2a1b02e718475568b66d7e34971	0.0	2.0	0.0	0.0	0.0
4271a4f272e0efefe18201577499f7e0	3.0	0.0	0.0	0.0	0.0
42fa970abeec541e654362ff6fbab5fb	0.0	0.0	0.0	0.0	6.0
4335297a3c15b84eb798a934cabcbb7f	0.0	0.0	0.0	23.0	0.0
43ac058a40b7f42680519b2450a38ee4	0.0	0.0	0.0	0.0	144.0
43c53a9e3e0f66fc3d4f5888e849f1cf	0.0	0.0	3.0	0.0	0.0
43fced59782a672270af7ca9071f099c	0.0	0.0	0.0	0.0	5.0
4416d269c674010b660db6aa1526954a	0.0	0.0	5.0	0.0	0.0
441804f8f9ffe0cfb9d24f4b2b133f07	0.0	0.0	0.0	6.0	0.0
442964cbea0de004a1a485ddd7f1209e	0.0	0.0	0.0	0.0	17.0
44ad345dae081533236664be56bc7aaa	0.0	0.0	0.0	8.0	0.0
452f6355b28181ce5e7d367cf34bd12c	0.0	0.0	32.0	0.0	0.0
456ee3b2a123d8837f9b15027f94a5fa	33.0	0.0	0.0	0.0	0.0
4582d13b3825564c44fa6e4953946fe0	0.0	0.0	0.0	0.0	105.0
459f0475a0015b9787a54cf06a9991dc	0.0	0.0	19.0	0.0	0.0
45adda50fa4e541a40465ecf3d58b1d5	0.0	115.0	0.0	0.0	0.0
45c1c4c69d9f57aa3a15cc54f3d01f38	0.0	0.0	0.0	0.0	12.0
45c7355f21d28f15831da500b76f76f4	0.0	0.0	0.0	15.0	0.0
45c97e0f5b945b61eed13914ec6cab64	0.0	0.0	0.0	24.0	0.0
45f90abe335fa4ad5fe7ca388e803b28	0.0	95.0	0.0	0.0	0.0
46554ccfa7c5d76670d2b993aeabb437	0.0	0.0	0.0	3.0	0.0
469000a56ed50a5d5108a79f04c74678	0.0	0.0	0.0	34.0	0.0
46a95e2665feb1eccd0f40f27a0a663b	0.0	0.0	4.0	0.0	0.0
46ac67195ae5f50b60a2cf42b0917698	0.0	3.0	0.0	0.0	0.0
46b98c5a7785fc5f7644a757ad57181f	0.0	0.0	0.0	19.0	0.0
46be9828180b1d16d700957690bb6bc9	0.0	0.0	119.0	0.0	0.0
46f32bde52ef913e82737525aad7fecb	39.0	0.0	0.0	0.0	0.0
46f81334df5106dce7d66cbfd41a6684	0.0	0.0	151.0	0.0	0.0
46fa1e054fa119c56c7fa89e77a72af6	0.0	0.0	0.0	3.0	0.0
471405b151165bc3715c03a06a2b63c3	0.0	102.0	0.0	0.0	0.0
4776c2c9a39320fa5de5b1cd93bae13c	0.0	0.0	0.0	22.0	0.0
4778dfc4c5d9aeceeab51859855b8344	0.0	0.0	0.0	76.0	0.0
477b9cd9731594ce2ed487aed5058d0f	0.0	0.0	0.0	6.0	0.0
477bec7decccd6ddc6d4cb57db4a1a43	0.0	0.0	0.0	41.0	27.0
47887b7fe4d03660cc2b608cfc42433d	0.0	0.0	0.0	35.0	0.0
479e3acc98882ed8ba97860e36f9e10d	0.0	0.0	0.0	7.0	0.0
47df8e122dd7af8634d1d97ce78f44f6	0.0	0.0	103.0	89.0	234.0
47e47fbe246f1502bd8142ddb0282ddc	0.0	0.0	20.0	0.0	0.0
480c625af456503014cc13ac4ea5bee3	0.0	0.0	0.0	68.0	0.0
480da21b4b6cb14a64bf7a4e84872dbc	0.0	0.0	0.0	0.0	6.0
4868f68cb08976c69be8ccd94b1df424	0.0	0.0	206.0	0.0	0.0
4887d4179cf1f7e9a8f3e2a4fb1a67e7	0.0	0.0	0.0	13.0	0.0
4887ea875ac3a7d05c736d85178a12a4	0.0	0.0	0.0	66.0	0.0
48a6f7f0fdf72573c61768228df15266	0.0	38.0	0.0	0.0	0.0
48c0dcffe0002e95f929ea1e8e23aad5	0.0	5.0	0.0	0.0	0.0
48e44d7f0b561b30935a67c41c75101d	0.0	0.0	0.0	0.0	10.0
48e712630e7c2c2289d7478ccd8ffab2	5.0	0.0	0.0	0.0	0.0
491942e35a2108420a63da52c00932a7	0.0	0.0	0.0	0.0	15.0
4932b0c11c07c89ab75f7501097f580f	0.0	23.0	0.0	0.0	0.0
494c3f8bf3e9f39680c7f856e1a5a0cb	2.0	0.0	0.0	0.0	0.0
4951d9c5a9b1a0b084e349d4c98c66cd	0.0	0.0	0.0	0.0	3.0
4969bc08c6eaacfc4ffbb8e9048fba53	1743.0	0.0	0.0	0.0	0.0
496c9c01653c1031ae37a7058f5fe349	0.0	0.0	0.0	0.0	2.0
4977ed3b57a1710424ba283fe909df45	0.0	0.0	9.0	0.0	0.0
498d9dc81741a590cb1799e183ce4c0f	0.0	81.0	0.0	0.0	0.0
499c6b4bb186d67493a15b6cc46008a0	0.0	0.0	0.0	5.0	0.0
49d213a8ac783485d8fdf75dd47cdc2c	0.0	0.0	2307.0	0.0	0.0
4a3f7c99cf3a1b5dd996ef4793c83418	0.0	43.0	0.0	0.0	0.0
4a83039edb81de3d21749b14802c4ee7	0.0	0.0	0.0	6.0	0.0
4a8b13f0227de5af2be441f5d0853297	199.0	0.0	0.0	0.0	0.0
4aa7b3e245911ca8f57353d02412e569	0.0	14.0	0.0	0.0	0.0
4aa9b2ad57314e6480ba8c91cb4d95e4	0.0	0.0	0.0	27.0	0.0
4b0bb5e0854407013e699cb2a0965d44	0.0	0.0	0.0	0.0	13.0
4b604296de6ea907599735888858c156	3.0	0.0	0.0	0.0	0.0
4b95d649f2f281c6e49ed7dfd58385fe	0.0	0.0	0.0	959.0	10175.0
4bddae8122a7ed4bc3e3ee58665229ed	0.0	42.0	0.0	0.0	0.0
4be20beb6792fe5f9082706830d2f63c	0.0	512.0	0.0	0.0	0.0
4be485d827577b2c780d0792d6520705	0.0	0.0	0.0	0.0	29.0
4be655a7a0cdd316ab15b3a3180a433f	0.0	0.0	0.0	6.0	0.0
4bf1e53f03426a5e67c882b29fb4056a	0.0	32.0	0.0	0.0	0.0
4bfb627c8b03d00f9b49d2385ee18837	0.0	0.0	0.0	0.0	32.0
4c32d1487823c6e1205ff9d1c6902a14	2.0	0.0	0.0	0.0	0.0
4c3743762a78d0c5b117428e8b2c062a	0.0	0.0	508.0	0.0	0.0
4c3c91a07e2685ea9eef6c712380549c	0.0	658.0	116.0	0.0	0.0
4c4f9366e9542e6cf365f4583d90d8a0	0.0	0.0	0.0	0.0	2.0
4c96d4f0399dd799b03922203b9fc5f1	0.0	0.0	0.0	9.0	0.0
4ce4abef1aa6b6df8234f475ac4aeac1	0.0	0.0	0.0	6.0	0.0
4ce70879fedc1c1c9318902a02f81506	0.0	0.0	8.0	0.0	0.0
4ce8e3ead0fea061577267567b4d7ee5	0.0	0.0	0.0	45.0	0.0
4d16f9d80fc91548575bbd31e1d8e777	0.0	0.0	7.0	0.0	0.0
4d6a36962ad4f6fd6bfa5f746e2a59a9	0.0	207.0	0.0	0.0	0.0
4d879a0de37e381f097efbcd590fb60d	0.0	15.0	0.0	0.0	0.0
4da1ab0190b065b4136bce78f2a475b7	0.0	0.0	0.0	37.0	0.0
4dd39fc00391253948d455ca8773be07	0.0	0.0	0.0	14.0	0.0
4def41265a3019ce120199c893bca3ae	0.0	0.0	0.0	12.0	0.0
4e37a64121b0ffb28511a5e6be046842	10.0	0.0	0.0	0.0	0.0
4e414c7dfc779573c85c9e0f9caba16c	0.0	0.0	0.0	0.0	25.0
4e501c90214f159e55c4a4d84d98ca48	0.0	0.0	0.0	3.0	0.0
4e5ff310075a50266f9d480989d68398	0.0	0.0	0.0	620.0	613.0
4f2161f3355a8958e7dd9094abbadd14	44.0	0.0	0.0	0.0	0.0
4f31e71b2870bcd1974ca270a0a0d4a3	0.0	0.0	11.0	0.0	0.0
4f7e252d086cf997e6327b7fe11c9fb0	0.0	16.0	0.0	0.0	0.0
4f8fff172d8c6264fe1c98ef860de9ea	0.0	0.0	0.0	0.0	6.0
4fa25727bc5870df9f82318a779c0ac0	0.0	2077.0	0.0	0.0	0.0
4fad4496ae9bc50b77c034875ff06fb4	0.0	0.0	0.0	0.0	3.0
5001f5044cf62961092cbe314b9ae90e	0.0	0.0	0.0	3.0	0.0
5080deb165ac0ca6a02600a9e450a28d	0.0	0.0	0.0	6.0	0.0
509476067d8b401e4174253d15ddae89	0.0	0.0	3.0	0.0	0.0
50a4fa12e169f89add341f010248baf9	235.0	0.0	0.0	0.0	0.0
50b11f95fc19578df39518ec022405f2	0.0	168.0	0.0	0.0	0.0
50b54e6b7eea0f5aa5cfdc998ddf4d16	0.0	0.0	0.0	6.0	0.0
50b6ec47e6e585c3e9c6c95dc4a11e35	0.0	6.0	0.0	0.0	0.0
50ce088edbf916bd6b701e271a2e16af	0.0	0.0	0.0	27.0	0.0
50f4159b31d6d808c04c64635f8ee8de	0.0	0.0	0.0	0.0	13.0
511307289f3f2345eb7f18f6e6f52f39	0.0	0.0	0.0	5.0	0.0
5183d97b2862d0ab4cacfd081ab5d0fe	41.0	0.0	56.0	0.0	70.0
51ad6999872a3a147a6583c3984b2ea7	0.0	0.0	0.0	12.0	0.0
51e5847384f4047ff2adb78e18c329d2	0.0	0.0	0.0	1032.0	0.0
51e63007960195cadc8709c7c449e426	0.0	0.0	36.0	0.0	0.0
51fde94a361e2efd4b647057c698dbcf	0.0	0.0	0.0	200.0	0.0
5218e61821d839d37a93e603c796f072	0.0	0.0	0.0	31.0	10.0
522c0abdc3d6688130999e693128f786	0.0	0.0	0.0	32.0	0.0
522f3847599d9a0557648c420c309db2	0.0	5.0	0.0	0.0	0.0
5263d051c84617826275d4253b6fba47	0.0	0.0	0.0	0.0	18.0
52abfae86a69569ae491695349cca6f8	0.0	0.0	0.0	0.0	48.0
52ae93e196bcd1fc57b1947822e7d369	0.0	0.0	0.0	0.0	39.0
52d89ecbe08dc7beb8d82c09d4f9842f	0.0	0.0	0.0	0.0	6.0
52f58862ba1b5fcdfe66b4d4d2dd6852	0.0	0.0	0.0	0.0	82.0
52f5b940e08c59e008b21653c5800ca8	0.0	0.0	0.0	5.0	0.0
53353d0dc7c66cd1e58ed094c399e197	34.0	0.0	0.0	0.0	0.0
535fcac8427e7a36c0da02243ff943a7	0.0	0.0	0.0	0.0	4.0
536fcaf6091abbc5981db22b03c7b618	0.0	0.0	2.0	0.0	0.0
538911ac548d77a02ea5716ae30a1aa4	0.0	0.0	0.0	0.0	2.0
539c14d983fbc5719f58a9670cdc633b	0.0	0.0	313.0	0.0	0.0
53b67a962b070d8187e18e0c982d1bf7	0.0	0.0	2.0	0.0	0.0
5403b9f2242cad934d73cc8213d08adb	0.0	0.0	0.0	0.0	7.0
542b7240280babdf3afc992ef05d15a8	0.0	0.0	142.0	0.0	0.0
543e5040f55885cfb43ea5a9b1be1985	8.0	0.0	0.0	0.0	0.0
5486069a02f707ab273b391950bd4a4b	0.0	2134.0	0.0	0.0	0.0
5491ef0fac090e0ab82941691ff01f93	0.0	0.0	0.0	0.0	6.0
54b4a845a621210fb7c08d01426e6f0c	0.0	0.0	0.0	27.0	0.0
54becef7b499411d1e089ba6e36cd77e	0.0	0.0	0.0	29.0	0.0
54c4655f526b3ad33d4b4c475599d959	0.0	0.0	6.0	0.0	0.0
54de6f1b4efa9c67ab0f60632d00b837	0.0	0.0	0.0	2.0	0.0
5502c2c8ea8912926db3b13a5b3dcdc7	0.0	0.0	100.0	0.0	0.0
55061edec4556fa95b03081404319c9b	3.0	0.0	0.0	0.0	0.0
55231216d4116a21b462d8d6a1511a53	39.0	0.0	130.0	0.0	0.0
5525581217e6a4e3b36f5077f106134a	0.0	11.0	0.0	0.0	0.0
55ac42c91db1182fdfd1c13725e00f73	0.0	20.0	0.0	0.0	0.0
55be35a74288cd51aa081fd67c9c8927	0.0	0.0	0.0	0.0	5.0
55c524d103c990a7bb231836e1e06895	0.0	0.0	14.0	0.0	0.0
55c85a40ca1205f25c14d46631b2b7b9	0.0	0.0	71.0	0.0	0.0
55d9508e499d07e966fe1717bd80c566	0.0	0.0	26.0	0.0	0.0
55f5252fae08e0ed78b5730c06d3ebef	0.0	0.0	0.0	11.0	0.0
560b39631e26df9b53fb50240e545678	0.0	768.0	3007.0	0.0	212.0
560b4e99ea24c4e12d2d01dec6bb3312	7.0	0.0	0.0	0.0	0.0
5640c3a52135104f392ff4a68849235e	0.0	0.0	0.0	0.0	28.0
56437fe1dbfc69e487966f759c692356	0.0	0.0	138.0	0.0	0.0
565d7159729da1f77a8aaf6ef6dddc2e	0.0	0.0	0.0	0.0	90.0
56986126005d325740cfd95ba4169779	0.0	0.0	0.0	7.0	0.0
56a70ff535c0d5252b82b044df2ec2c9	0.0	0.0	3.0	0.0	0.0
56b34f5710a84b350ce9d2cf52b7ac25	0.0	0.0	48.0	0.0	0.0
56d1be83d87f80315294c930954e0239	0.0	0.0	34.0	0.0	0.0
573091d7ddd85f9c5f14a7e53d2ba0bf	73.0	0.0	0.0	253.0	10.0
575971d96362b3e3e4024054dfdeaefb	0.0	145.0	0.0	0.0	0.0
576a177a5157f485a5d93317998ef02d	0.0	0.0	0.0	14.0	0.0
577cf2f8f64a1f443ae3a21a86b9d4f2	0.0	0.0	0.0	0.0	12.0
5785e3e96e73adad103ccb1747c44783	0.0	0.0	0.0	0.0	10.0
578e7f46552388c93712915a3bc5a334	0.0	0.0	0.0	2.0	0.0
57cd001370a1baf0c71d0fb7af16cf6f	0.0	0.0	0.0	6.0	0.0
57df641e97eeb52ba40dc6341700b7f2	0.0	0.0	0.0	3.0	0.0
57e7817795c076824d11249407609273	0.0	0.0	0.0	0.0	3.0
582ba57a9f9229094db220813bd51f4a	0.0	0.0	0.0	0.0	4.0
5847d893ad5873f08e7bca38efb5ced6	0.0	0.0	0.0	0.0	4.0
58554d329007c05862faeff9b6e291bb	4.0	0.0	0.0	0.0	0.0
587fff897736bbf18f32a9d6dc5a03cd	0.0	0.0	0.0	0.0	9.0
58a5e5b275f459faa393c969ec4284c8	0.0	0.0	0.0	0.0	82.0
58c7f7b6444506ed72b688c6219c09fe	0.0	121.0	0.0	0.0	0.0
58d39faf55c04eaef9f368004432877d	0.0	0.0	16.0	0.0	0.0
58dd552f7414315ea4fa8aa481d7f99a	0.0	0.0	0.0	0.0	2.0
58ef6a888ac87da27cf7de885ecfbfed	0.0	0.0	0.0	0.0	365.0
59364744507fc064189cc76039389725	0.0	0.0	35.0	0.0	0.0
597e7bf33d588c52203b0afd5a158709	119.0	0.0	0.0	0.0	0.0
5992d86d52d3a51f29922ef74374f53a	0.0	15.0	0.0	0.0	0.0
5998876effd12779b0ed1fb8ee7342ee	0.0	2.0	0.0	0.0	0.0
59a4a1cac97a77d928e42ceef7282892	0.0	0.0	0.0	16.0	0.0
59b9be7ab73f4f36c1d4306f5863da72	0.0	0.0	0.0	0.0	5.0
59daa439bd613464f2eecdf3f23354e1	0.0	0.0	0.0	0.0	12.0
59e4dbf87a9dcf97ef62d0f009d4785f	0.0	0.0	2.0	0.0	0.0
59e868ed994f35437695c05d25dd23ae	0.0	0.0	0.0	3.0	0.0
5a062e5e763d7847349bbd448ea033ad	0.0	37.0	0.0	0.0	0.0
5ab3f5ddf44e277a3776112126f4ceee	0.0	0.0	0.0	38.0	0.0
